Login_ID,Contest_ID,Contest_Name,Week,Week_Time_Spent_Hours,Week_Logins,Age_Group,Location,Device,Fan_Level,Purchase_Item,Purchase_Price,Content_Viewed
C003_53,C003,Football Fantasy League Challenge,Week_1,29.03,2,26-35,Brazil,Tablet,Fan,None,0,Football Fantasy League Challenge
C003_53,C003,Football Fantasy League Challenge,Week_2,45.19,4,26-35,Brazil,Tablet,Super Fan,Jersey,1031,Football Fantasy League Challenge
C003_53,C003,Football Fantasy League Challenge,Week_3,61.43,6,26-35,Brazil,Tablet,Super Fan,Jersey,973,Live Commentary
C003_53,C003,Football Fantasy League Challenge,Week_4,82.62,8,26-35,Brazil,Tablet,Ultra Fan,None,0,Football Fantasy League Challenge
C003_54,C003,Football Fantasy League Challenge,Week_1,15.68,1,18-25,Australia,Desktop,Fan,Jersey,979,Player Interview
C003_54,C003,Football Fantasy League Challenge,Week_2,56.31,5,18-25,Australia,Desktop,Super Fan,Cap,441,Match Highlights
C003_54,C003,Football Fantasy League Challenge,Week_3,63.16,6,18-25,Australia,Desktop,Super Fan,Poster,282,Football Fantasy League Challenge
C003_54,C003,Football Fantasy League Challenge,Week_4,94.71,9,18-25,Australia,Desktop,Ultra Fan,Jersey,1463,Football Fantasy League Challenge
C003_54,C003,Football Fantasy League Challenge,Week_5,110,11,18-25,Australia,Desktop,Ultra Fan,Poster,176,Player Interview
C003_55,C003,Football Fantasy League Challenge,Week_1,46.47,4,26-35,India,Desktop,Super Fan,Poster,255,Football Fantasy League Challenge
C003_55,C003,Football Fantasy League Challenge,Week_2,71.93,7,26-35,India,Desktop,Super Fan,Jersey,1229,Behind the Scenes
C003_55,C003,Football Fantasy League Challenge,Week_3,81.19,8,26-35,India,Desktop,Ultra Fan,Cap,461,Football Fantasy League Challenge
C003_55,C003,Football Fantasy League Challenge,Week_4,94.65,9,26-35,India,Desktop,Ultra Fan,Jersey,1237,Football Fantasy League Challenge
C003_56,C003,Football Fantasy League Challenge,Week_1,40.14,4,<18,Germany,Tablet,Super Fan,Poster,232,Contest Replay
C003_56,C003,Football Fantasy League Challenge,Week_2,40.13,4,<18,Germany,Tablet,Super Fan,None,0,Football Fantasy League Challenge
C003_56,C003,Football Fantasy League Challenge,Week_3,34.42,3,<18,Germany,Tablet,Fan,Jersey,1058,Football Fantasy League Challenge
C003_56,C003,Football Fantasy League Challenge,Week_4,16.88,1,<18,Germany,Tablet,Fan,Cap,320,Football Fantasy League Challenge
C003_56,C003,Football Fantasy League Challenge,Week_5,8.53,1,<18,Germany,Tablet,Fan,Jersey,1485,Live Commentary
C003_57,C003,Football Fantasy League Challenge,Week_1,28.13,2,26-35,UK,Desktop,Fan,None,0,Player Interview
C003_57,C003,Football Fantasy League Challenge,Week_2,51.34,5,26-35,UK,Desktop,Super Fan,Jersey,859,Live Commentary
C003_57,C003,Football Fantasy League Challenge,Week_3,60.4,6,26-35,UK,Desktop,Super Fan,Poster,181,Match Highlights
C003_57,C003,Football Fantasy League Challenge,Week_4,79.48,7,26-35,UK,Desktop,Super Fan,Keychain,112,Football Fantasy League Challenge
C003_57,C003,Football Fantasy League Challenge,Week_5,110,11,26-35,UK,Desktop,Ultra Fan,Poster,291,Player Interview
C003_58,C003,Football Fantasy League Challenge,Week_1,13.34,1,26-35,Germany,Desktop,Fan,Cap,450,Match Highlights
C003_58,C003,Football Fantasy League Challenge,Week_2,61.16,6,26-35,Germany,Desktop,Super Fan,None,0,Football Fantasy League Challenge
C003_58,C003,Football Fantasy League Challenge,Week_3,61.45,6,26-35,Germany,Desktop,Super Fan,Cap,395,Live Commentary
C003_58,C003,Football Fantasy League Challenge,Week_4,73.96,7,26-35,Germany,Desktop,Super Fan,Cap,363,Football Fantasy League Challenge
C003_59,C003,Football Fantasy League Challenge,Week_1,93.6,9,18-25,USA,Mobile,Ultra Fan,None,0,Football Fantasy League Challenge
C003_59,C003,Football Fantasy League Challenge,Week_2,93.19,9,18-25,USA,Mobile,Ultra Fan,None,0,Football Fantasy League Challenge
C003_59,C003,Football Fantasy League Challenge,Week_3,90.24,9,18-25,USA,Mobile,Ultra Fan,None,0,Football Fantasy League Challenge
C003_59,C003,Football Fantasy League Challenge,Week_4,82.49,8,18-25,USA,Mobile,Ultra Fan,Poster,171,Football Fantasy League Challenge
C003_59,C003,Football Fantasy League Challenge,Week_5,16.45,1,18-25,USA,Mobile,Fan,Poster,290,Football Fantasy League Challenge
C003_60,C003,Football Fantasy League Challenge,Week_1,30.25,3,18-25,USA,Mobile,Fan,Jersey,1018,Football Fantasy League Challenge
C003_60,C003,Football Fantasy League Challenge,Week_2,36.31,3,18-25,USA,Mobile,Fan,Cap,426,Football Fantasy League Challenge
C003_60,C003,Football Fantasy League Challenge,Week_3,60.22,6,18-25,USA,Mobile,Super Fan,Keychain,175,Football Fantasy League Challenge
C003_60,C003,Football Fantasy League Challenge,Week_4,67.6,6,18-25,USA,Mobile,Super Fan,None,0,Football Fantasy League Challenge
C003_60,C003,Football Fantasy League Challenge,Week_5,76.69,7,18-25,USA,Mobile,Super Fan,Cap,350,Football Fantasy League Challenge
C003_61,C003,Football Fantasy League Challenge,Week_1,20.03,2,<18,UK,Mobile,Fan,Jersey,1221,Football Fantasy League Challenge
C003_61,C003,Football Fantasy League Challenge,Week_2,12.61,1,<18,UK,Mobile,Fan,Keychain,102,Player Interview
C003_61,C003,Football Fantasy League Challenge,Week_3,12.41,1,<18,UK,Mobile,Fan,Poster,227,Football Fantasy League Challenge
C003_61,C003,Football Fantasy League Challenge,Week_4,10.91,1,<18,UK,Mobile,Fan,Jersey,1421,Behind the Scenes
C003_61,C003,Football Fantasy League Challenge,Week_5,7.6,1,<18,UK,Mobile,Fan,None,0,Live Commentary
C003_62,C003,Football Fantasy League Challenge,Week_1,99.4,9,26-35,India,Mobile,Ultra Fan,Poster,186,Match Highlights
C003_62,C003,Football Fantasy League Challenge,Week_2,94.42,9,26-35,India,Mobile,Ultra Fan,Poster,253,Contest Replay
C003_62,C003,Football Fantasy League Challenge,Week_3,79.71,7,26-35,India,Mobile,Super Fan,Jersey,1339,Match Highlights
C003_62,C003,Football Fantasy League Challenge,Week_4,71.8,7,26-35,India,Mobile,Super Fan,Poster,285,Football Fantasy League Challenge
C003_62,C003,Football Fantasy League Challenge,Week_5,11.32,1,26-35,India,Mobile,Fan,Jersey,1151,Contest Replay
C003_63,C003,Football Fantasy League Challenge,Week_1,18.42,1,36-45,Brazil,Desktop,Fan,None,0,Football Fantasy League Challenge
C003_63,C003,Football Fantasy League Challenge,Week_2,61.38,6,36-45,Brazil,Desktop,Super Fan,Cap,501,Football Fantasy League Challenge
C003_63,C003,Football Fantasy League Challenge,Week_3,86.52,8,36-45,Brazil,Desktop,Ultra Fan,None,0,Contest Replay
C003_63,C003,Football Fantasy League Challenge,Week_4,102.47,10,36-45,Brazil,Desktop,Ultra Fan,None,0,Match Highlights
C003_63,C003,Football Fantasy League Challenge,Week_5,106.25,10,36-45,Brazil,Desktop,Ultra Fan,None,0,Football Fantasy League Challenge
C003_64,C003,Football Fantasy League Challenge,Week_1,62.59,6,36-45,India,Desktop,Super Fan,Keychain,191,Football Fantasy League Challenge
C003_64,C003,Football Fantasy League Challenge,Week_2,56.49,5,36-45,India,Desktop,Super Fan,Keychain,154,Match Highlights
C003_64,C003,Football Fantasy League Challenge,Week_3,53.94,5,36-45,India,Desktop,Super Fan,Cap,515,Football Fantasy League Challenge
C003_64,C003,Football Fantasy League Challenge,Week_4,40.72,4,36-45,India,Desktop,Super Fan,Jersey,1183,Behind the Scenes
C003_65,C003,Football Fantasy League Challenge,Week_1,5.64,1,<18,Brazil,Mobile,Fan,Keychain,183,Football Fantasy League Challenge
C003_65,C003,Football Fantasy League Challenge,Week_2,29.48,2,<18,Brazil,Mobile,Fan,Cap,403,Behind the Scenes
C003_65,C003,Football Fantasy League Challenge,Week_3,30.63,3,<18,Brazil,Mobile,Fan,Keychain,128,Football Fantasy League Challenge
C003_65,C003,Football Fantasy League Challenge,Week_4,31.7,3,<18,Brazil,Mobile,Fan,Cap,496,Football Fantasy League Challenge
C003_65,C003,Football Fantasy League Challenge,Week_5,38.42,3,<18,Brazil,Mobile,Fan,Jersey,1444,Football Fantasy League Challenge
C003_66,C003,Football Fantasy League Challenge,Week_1,63.05,6,18-25,Australia,Mobile,Super Fan,Poster,300,Football Fantasy League Challenge
C003_66,C003,Football Fantasy League Challenge,Week_2,58.77,5,18-25,Australia,Mobile,Super Fan,Jersey,1307,Contest Replay
C003_66,C003,Football Fantasy League Challenge,Week_3,54.94,5,18-25,Australia,Mobile,Super Fan,Poster,278,Behind the Scenes
C003_66,C003,Football Fantasy League Challenge,Week_4,44.64,4,18-25,Australia,Mobile,Super Fan,Keychain,153,Football Fantasy League Challenge
C003_66,C003,Football Fantasy League Challenge,Week_5,21.13,2,18-25,Australia,Mobile,Fan,Jersey,945,Contest Replay
C003_67,C003,Football Fantasy League Challenge,Week_1,49.31,4,<18,India,Mobile,Super Fan,None,0,Behind the Scenes
C003_67,C003,Football Fantasy League Challenge,Week_2,46.54,4,<18,India,Mobile,Super Fan,Jersey,1261,Behind the Scenes
C003_67,C003,Football Fantasy League Challenge,Week_3,45.85,4,<18,India,Mobile,Super Fan,Jersey,830,Football Fantasy League Challenge
C003_67,C003,Football Fantasy League Challenge,Week_4,26.67,2,<18,India,Mobile,Fan,Cap,306,Football Fantasy League Challenge
C003_67,C003,Football Fantasy League Challenge,Week_5,22.5,2,<18,India,Mobile,Fan,None,0,Football Fantasy League Challenge
C003_68,C003,Football Fantasy League Challenge,Week_1,110,11,36-45,Australia,Desktop,Ultra Fan,Keychain,137,Contest Replay
C003_68,C003,Football Fantasy League Challenge,Week_2,110,11,36-45,Australia,Desktop,Ultra Fan,Jersey,1263,Live Commentary
C003_68,C003,Football Fantasy League Challenge,Week_3,51.73,5,36-45,Australia,Desktop,Super Fan,Poster,277,Contest Replay
C003_68,C003,Football Fantasy League Challenge,Week_4,39.14,3,36-45,Australia,Desktop,Fan,Keychain,156,Football Fantasy League Challenge
C003_69,C003,Football Fantasy League Challenge,Week_1,37.56,3,26-35,India,Tablet,Fan,Cap,557,Football Fantasy League Challenge
C003_69,C003,Football Fantasy League Challenge,Week_2,87.98,8,26-35,India,Tablet,Ultra Fan,Poster,299,Match Highlights
C003_69,C003,Football Fantasy League Challenge,Week_3,110,11,26-35,India,Tablet,Ultra Fan,Jersey,1357,Contest Replay
C003_69,C003,Football Fantasy League Challenge,Week_4,110,11,26-35,India,Tablet,Ultra Fan,Jersey,1203,Live Commentary
C003_70,C003,Football Fantasy League Challenge,Week_1,94.34,9,18-25,Australia,Mobile,Ultra Fan,None,0,Behind the Scenes
C003_70,C003,Football Fantasy League Challenge,Week_2,63.63,6,18-25,Australia,Mobile,Super Fan,None,0,Football Fantasy League Challenge
C003_70,C003,Football Fantasy League Challenge,Week_3,55.18,5,18-25,Australia,Mobile,Super Fan,Cap,318,Match Highlights
C003_70,C003,Football Fantasy League Challenge,Week_4,29.24,2,18-25,Australia,Mobile,Fan,Cap,356,Football Fantasy League Challenge
C003_70,C003,Football Fantasy League Challenge,Week_5,25.01,2,18-25,Australia,Mobile,Fan,Poster,222,Football Fantasy League Challenge
C003_71,C003,Football Fantasy League Challenge,Week_1,9.73,1,46-60,USA,Desktop,Fan,None,0,Football Fantasy League Challenge
C003_71,C003,Football Fantasy League Challenge,Week_2,14.23,1,46-60,USA,Desktop,Fan,Jersey,903,Football Fantasy League Challenge
C003_71,C003,Football Fantasy League Challenge,Week_3,26.87,2,46-60,USA,Desktop,Fan,None,0,Football Fantasy League Challenge
C003_71,C003,Football Fantasy League Challenge,Week_4,42.63,4,46-60,USA,Desktop,Super Fan,Cap,480,Behind the Scenes
C003_71,C003,Football Fantasy League Challenge,Week_5,58.33,5,46-60,USA,Desktop,Super Fan,Poster,152,Match Highlights
C003_72,C003,Football Fantasy League Challenge,Week_1,60.17,6,26-35,India,Mobile,Super Fan,Jersey,1323,Player Interview
C003_72,C003,Football Fantasy League Challenge,Week_2,90.79,9,26-35,India,Mobile,Ultra Fan,Cap,470,Football Fantasy League Challenge
C003_72,C003,Football Fantasy League Challenge,Week_3,110,11,26-35,India,Mobile,Ultra Fan,Jersey,1495,Football Fantasy League Challenge
C003_72,C003,Football Fantasy League Challenge,Week_4,110,11,26-35,India,Mobile,Ultra Fan,Cap,590,Football Fantasy League Challenge
C003_73,C003,Football Fantasy League Challenge,Week_1,3.73,1,<18,Australia,Mobile,Fan,Cap,394,Football Fantasy League Challenge
C003_73,C003,Football Fantasy League Challenge,Week_2,8.42,1,<18,Australia,Mobile,Fan,Keychain,129,Behind the Scenes
C003_73,C003,Football Fantasy League Challenge,Week_3,9.17,1,<18,Australia,Mobile,Fan,Keychain,105,Contest Replay
C003_73,C003,Football Fantasy League Challenge,Week_4,14.16,1,<18,Australia,Mobile,Fan,Poster,195,Contest Replay
C003_73,C003,Football Fantasy League Challenge,Week_5,19.24,1,<18,Australia,Mobile,Fan,None,0,Football Fantasy League Challenge
C003_74,C003,Football Fantasy League Challenge,Week_1,70.05,7,26-35,India,Mobile,Super Fan,Poster,175,Match Highlights
C003_74,C003,Football Fantasy League Challenge,Week_2,75.26,7,26-35,India,Mobile,Super Fan,Keychain,161,Football Fantasy League Challenge
C003_74,C003,Football Fantasy League Challenge,Week_3,83.16,8,26-35,India,Mobile,Ultra Fan,None,0,Football Fantasy League Challenge
C003_74,C003,Football Fantasy League Challenge,Week_4,99.14,9,26-35,India,Mobile,Ultra Fan,Cap,345,Football Fantasy League Challenge
C003_75,C003,Football Fantasy League Challenge,Week_1,7,1,<18,USA,Tablet,Fan,Poster,280,Football Fantasy League Challenge
C003_75,C003,Football Fantasy League Challenge,Week_2,8.59,1,<18,USA,Tablet,Fan,Poster,265,Football Fantasy League Challenge
C003_75,C003,Football Fantasy League Challenge,Week_3,18.6,1,<18,USA,Tablet,Fan,None,0,Player Interview
C003_75,C003,Football Fantasy League Challenge,Week_4,21.96,2,<18,USA,Tablet,Fan,Keychain,200,Football Fantasy League Challenge
C003_76,C003,Football Fantasy League Challenge,Week_1,93.81,9,36-45,Germany,Mobile,Ultra Fan,Cap,484,Behind the Scenes
C003_76,C003,Football Fantasy League Challenge,Week_2,84.9,8,36-45,Germany,Mobile,Ultra Fan,Cap,346,Behind the Scenes
C003_76,C003,Football Fantasy League Challenge,Week_3,52.03,5,36-45,Germany,Mobile,Super Fan,None,0,Player Interview
C003_76,C003,Football Fantasy League Challenge,Week_4,43.76,4,36-45,Germany,Mobile,Super Fan,Jersey,981,Behind the Scenes
C003_76,C003,Football Fantasy League Challenge,Week_5,32.8,3,36-45,Germany,Mobile,Fan,None,0,Football Fantasy League Challenge
C003_77,C003,Football Fantasy League Challenge,Week_1,51.16,5,<18,Brazil,Desktop,Super Fan,Jersey,1114,Football Fantasy League Challenge
C003_77,C003,Football Fantasy League Challenge,Week_2,50.22,5,<18,Brazil,Desktop,Super Fan,Cap,350,Football Fantasy League Challenge
C003_77,C003,Football Fantasy League Challenge,Week_3,36.36,3,<18,Brazil,Desktop,Fan,Poster,158,Match Highlights
C003_77,C003,Football Fantasy League Challenge,Week_4,17.57,1,<18,Brazil,Desktop,Fan,Cap,484,Contest Replay
C003_77,C003,Football Fantasy League Challenge,Week_5,14.2,1,<18,Brazil,Desktop,Fan,Jersey,1418,Football Fantasy League Challenge
C003_78,C003,Football Fantasy League Challenge,Week_1,48.4,4,26-35,Germany,Tablet,Super Fan,Jersey,838,Contest Replay
C003_78,C003,Football Fantasy League Challenge,Week_2,50.44,5,26-35,Germany,Tablet,Super Fan,Jersey,1128,Player Interview
C003_78,C003,Football Fantasy League Challenge,Week_3,50.88,5,26-35,Germany,Tablet,Super Fan,Poster,209,Football Fantasy League Challenge
C003_78,C003,Football Fantasy League Challenge,Week_4,84.86,8,26-35,Germany,Tablet,Ultra Fan,Poster,278,Football Fantasy League Challenge
C003_78,C003,Football Fantasy League Challenge,Week_5,94.23,9,26-35,Germany,Tablet,Ultra Fan,Cap,474,Contest Replay
C003_79,C003,Football Fantasy League Challenge,Week_1,22.55,2,36-45,UK,Mobile,Fan,Cap,357,Football Fantasy League Challenge
C003_79,C003,Football Fantasy League Challenge,Week_2,45.4,4,36-45,UK,Mobile,Super Fan,Cap,305,Football Fantasy League Challenge
C003_79,C003,Football Fantasy League Challenge,Week_3,55.26,5,36-45,UK,Mobile,Super Fan,Poster,228,Match Highlights
C003_79,C003,Football Fantasy League Challenge,Week_4,87.08,8,36-45,UK,Mobile,Ultra Fan,Jersey,1008,Live Commentary
C003_80,C003,Football Fantasy League Challenge,Week_1,83.37,8,36-45,Australia,Desktop,Ultra Fan,Jersey,911,Football Fantasy League Challenge
C003_80,C003,Football Fantasy League Challenge,Week_2,76.55,7,36-45,Australia,Desktop,Super Fan,Keychain,122,Match Highlights
C003_80,C003,Football Fantasy League Challenge,Week_3,73.62,7,36-45,Australia,Desktop,Super Fan,Cap,500,Live Commentary
C003_80,C003,Football Fantasy League Challenge,Week_4,71.48,7,36-45,Australia,Desktop,Super Fan,None,0,Match Highlights
C003_80,C003,Football Fantasy League Challenge,Week_5,15.08,1,36-45,Australia,Desktop,Fan,Keychain,127,Player Interview
C003_81,C003,Football Fantasy League Challenge,Week_1,16.56,1,26-35,Brazil,Desktop,Fan,None,0,Contest Replay
C003_81,C003,Football Fantasy League Challenge,Week_2,20.38,2,26-35,Brazil,Desktop,Fan,None,0,Player Interview
C003_81,C003,Football Fantasy League Challenge,Week_3,40.15,4,26-35,Brazil,Desktop,Super Fan,Cap,570,Behind the Scenes
C003_81,C003,Football Fantasy League Challenge,Week_4,84.88,8,26-35,Brazil,Desktop,Ultra Fan,Poster,297,Match Highlights
C003_81,C003,Football Fantasy League Challenge,Week_5,92.24,9,26-35,Brazil,Desktop,Ultra Fan,Jersey,878,Football Fantasy League Challenge
C003_82,C003,Football Fantasy League Challenge,Week_1,110,11,36-45,Germany,Desktop,Ultra Fan,Poster,164,Match Highlights
C003_82,C003,Football Fantasy League Challenge,Week_2,91.99,9,36-45,Germany,Desktop,Ultra Fan,None,0,Match Highlights
C003_82,C003,Football Fantasy League Challenge,Week_3,58.34,5,36-45,Germany,Desktop,Super Fan,Poster,159,Live Commentary
C003_82,C003,Football Fantasy League Challenge,Week_4,58.17,5,36-45,Germany,Desktop,Super Fan,Jersey,1181,Football Fantasy League Challenge
C003_82,C003,Football Fantasy League Challenge,Week_5,24.49,2,36-45,Germany,Desktop,Fan,Poster,160,Live Commentary
C003_83,C003,Football Fantasy League Challenge,Week_1,27.15,2,<18,UK,Mobile,Fan,None,0,Football Fantasy League Challenge
C003_83,C003,Football Fantasy League Challenge,Week_2,26.31,2,<18,UK,Mobile,Fan,Jersey,1292,Live Commentary
C003_83,C003,Football Fantasy League Challenge,Week_3,17.92,1,<18,UK,Mobile,Fan,None,0,Football Fantasy League Challenge
C003_83,C003,Football Fantasy League Challenge,Week_4,14.33,1,<18,UK,Mobile,Fan,Jersey,868,Player Interview
C003_84,C003,Football Fantasy League Challenge,Week_1,108.33,10,26-35,USA,Tablet,Ultra Fan,Keychain,176,Live Commentary
C003_84,C003,Football Fantasy League Challenge,Week_2,100.78,10,26-35,USA,Tablet,Ultra Fan,Cap,442,Football Fantasy League Challenge
C003_84,C003,Football Fantasy League Challenge,Week_3,17.64,1,26-35,USA,Tablet,Fan,Poster,214,Contest Replay
C003_84,C003,Football Fantasy League Challenge,Week_4,11.87,1,26-35,USA,Tablet,Fan,Cap,587,Player Interview
C003_85,C003,Football Fantasy League Challenge,Week_1,110,11,26-35,USA,Desktop,Ultra Fan,Jersey,1104,Player Interview
C003_85,C003,Football Fantasy League Challenge,Week_2,59.69,5,26-35,USA,Desktop,Super Fan,None,0,Contest Replay
C003_85,C003,Football Fantasy League Challenge,Week_3,42.65,4,26-35,USA,Desktop,Super Fan,Poster,158,Contest Replay
C003_85,C003,Football Fantasy League Challenge,Week_4,36.23,3,26-35,USA,Desktop,Fan,Poster,200,Football Fantasy League Challenge
C003_86,C003,Football Fantasy League Challenge,Week_1,36.51,3,46-60,India,Mobile,Fan,Keychain,142,Football Fantasy League Challenge
C003_86,C003,Football Fantasy League Challenge,Week_2,35.95,3,46-60,India,Mobile,Fan,None,0,Football Fantasy League Challenge
C003_86,C003,Football Fantasy League Challenge,Week_3,32.05,3,46-60,India,Mobile,Fan,Poster,203,Football Fantasy League Challenge
C003_86,C003,Football Fantasy League Challenge,Week_4,24.12,2,46-60,India,Mobile,Fan,Cap,553,Match Highlights
C003_86,C003,Football Fantasy League Challenge,Week_5,8.65,1,46-60,India,Mobile,Fan,Keychain,151,Football Fantasy League Challenge
C003_87,C003,Football Fantasy League Challenge,Week_1,4.87,1,46-60,Brazil,Mobile,Fan,Poster,297,Contest Replay
C003_87,C003,Football Fantasy League Challenge,Week_2,15.16,1,46-60,Brazil,Mobile,Fan,Cap,307,Match Highlights
C003_87,C003,Football Fantasy League Challenge,Week_3,38.25,3,46-60,Brazil,Mobile,Fan,None,0,Football Fantasy League Challenge
C003_87,C003,Football Fantasy League Challenge,Week_4,42.79,4,46-60,Brazil,Mobile,Super Fan,Keychain,114,Player Interview
C003_87,C003,Football Fantasy League Challenge,Week_5,43.59,4,46-60,Brazil,Mobile,Super Fan,Poster,223,Live Commentary
C003_88,C003,Football Fantasy League Challenge,Week_1,8.57,1,<18,Germany,Mobile,Fan,Cap,565,Football Fantasy League Challenge
C003_88,C003,Football Fantasy League Challenge,Week_2,37.23,3,<18,Germany,Mobile,Fan,Jersey,1260,Football Fantasy League Challenge
C003_88,C003,Football Fantasy League Challenge,Week_3,42.71,4,<18,Germany,Mobile,Super Fan,Keychain,195,Contest Replay
C003_88,C003,Football Fantasy League Challenge,Week_4,42.75,4,<18,Germany,Mobile,Super Fan,Cap,425,Football Fantasy League Challenge
C003_88,C003,Football Fantasy League Challenge,Week_5,45.96,4,<18,Germany,Mobile,Super Fan,Jersey,873,Football Fantasy League Challenge
C003_89,C003,Football Fantasy League Challenge,Week_1,11.52,1,36-45,USA,Tablet,Fan,Jersey,1281,Football Fantasy League Challenge
C003_89,C003,Football Fantasy League Challenge,Week_2,51.45,5,36-45,USA,Tablet,Super Fan,Cap,550,Live Commentary
C003_89,C003,Football Fantasy League Challenge,Week_3,68.55,6,36-45,USA,Tablet,Super Fan,None,0,Player Interview
C003_89,C003,Football Fantasy League Challenge,Week_4,73.6,7,36-45,USA,Tablet,Super Fan,Jersey,964,Football Fantasy League Challenge
C003_89,C003,Football Fantasy League Challenge,Week_5,80.86,8,36-45,USA,Tablet,Ultra Fan,Cap,389,Live Commentary
C003_90,C003,Football Fantasy League Challenge,Week_1,14.06,1,18-25,India,Tablet,Fan,Poster,189,Football Fantasy League Challenge
C003_90,C003,Football Fantasy League Challenge,Week_2,14.35,1,18-25,India,Tablet,Fan,Cap,531,Football Fantasy League Challenge
C003_90,C003,Football Fantasy League Challenge,Week_3,77.03,7,18-25,India,Tablet,Super Fan,Jersey,1241,Match Highlights
C003_90,C003,Football Fantasy League Challenge,Week_4,95.3,9,18-25,India,Tablet,Ultra Fan,Keychain,107,Live Commentary
C003_91,C003,Football Fantasy League Challenge,Week_1,60.5,6,18-25,India,Desktop,Super Fan,Cap,325,Live Commentary
C003_91,C003,Football Fantasy League Challenge,Week_2,56.66,5,18-25,India,Desktop,Super Fan,Jersey,1192,Live Commentary
C003_91,C003,Football Fantasy League Challenge,Week_3,30.97,3,18-25,India,Desktop,Fan,Keychain,192,Player Interview
C003_91,C003,Football Fantasy League Challenge,Week_4,18.84,1,18-25,India,Desktop,Fan,Jersey,913,Football Fantasy League Challenge
C003_91,C003,Football Fantasy League Challenge,Week_5,12.15,1,18-25,India,Desktop,Fan,Poster,277,Behind the Scenes
C003_92,C003,Football Fantasy League Challenge,Week_1,81.24,8,18-25,India,Tablet,Ultra Fan,Poster,269,Live Commentary
C003_92,C003,Football Fantasy League Challenge,Week_2,33.71,3,18-25,India,Tablet,Fan,Cap,332,Match Highlights
C003_92,C003,Football Fantasy League Challenge,Week_3,30.42,3,18-25,India,Tablet,Fan,None,0,Live Commentary
C003_92,C003,Football Fantasy League Challenge,Week_4,12.52,1,18-25,India,Tablet,Fan,Keychain,198,Football Fantasy League Challenge
C003_93,C003,Football Fantasy League Challenge,Week_1,19.13,1,26-35,Brazil,Desktop,Fan,Cap,366,Match Highlights
C003_93,C003,Football Fantasy League Challenge,Week_2,43.04,4,26-35,Brazil,Desktop,Super Fan,Poster,208,Live Commentary
C003_93,C003,Football Fantasy League Challenge,Week_3,76.94,7,26-35,Brazil,Desktop,Super Fan,Cap,490,Live Commentary
C003_93,C003,Football Fantasy League Challenge,Week_4,80.82,8,26-35,Brazil,Desktop,Ultra Fan,Jersey,890,Match Highlights
C003_94,C003,Football Fantasy League Challenge,Week_1,64.28,6,26-35,Australia,Tablet,Super Fan,Jersey,1203,Football Fantasy League Challenge
C003_94,C003,Football Fantasy League Challenge,Week_2,58.66,5,26-35,Australia,Tablet,Super Fan,None,0,Football Fantasy League Challenge
C003_94,C003,Football Fantasy League Challenge,Week_3,43.5,4,26-35,Australia,Tablet,Super Fan,None,0,Football Fantasy League Challenge
C003_94,C003,Football Fantasy League Challenge,Week_4,34.49,3,26-35,Australia,Tablet,Fan,Poster,214,Behind the Scenes
C003_95,C003,Football Fantasy League Challenge,Week_1,61.55,6,<18,Brazil,Tablet,Super Fan,Cap,383,Player Interview
C003_95,C003,Football Fantasy League Challenge,Week_2,43.8,4,<18,Brazil,Tablet,Super Fan,Poster,220,Football Fantasy League Challenge
C003_95,C003,Football Fantasy League Challenge,Week_3,40.55,4,<18,Brazil,Tablet,Super Fan,Poster,267,Player Interview
C003_95,C003,Football Fantasy League Challenge,Week_4,24.71,2,<18,Brazil,Tablet,Fan,Cap,419,Football Fantasy League Challenge
C003_95,C003,Football Fantasy League Challenge,Week_5,24.26,2,<18,Brazil,Tablet,Fan,Jersey,1022,Live Commentary
C003_96,C003,Football Fantasy League Challenge,Week_1,104.6,10,26-35,USA,Tablet,Ultra Fan,Poster,198,Contest Replay
C003_96,C003,Football Fantasy League Challenge,Week_2,92.52,9,26-35,USA,Tablet,Ultra Fan,Jersey,1203,Football Fantasy League Challenge
C003_96,C003,Football Fantasy League Challenge,Week_3,39.87,3,26-35,USA,Tablet,Fan,Jersey,1295,Live Commentary
C003_96,C003,Football Fantasy League Challenge,Week_4,31.93,3,26-35,USA,Tablet,Fan,Jersey,1193,Behind the Scenes
C003_97,C003,Football Fantasy League Challenge,Week_1,46.42,4,18-25,Australia,Tablet,Super Fan,Jersey,1363,Football Fantasy League Challenge
C003_97,C003,Football Fantasy League Challenge,Week_2,58.6,5,18-25,Australia,Tablet,Super Fan,Cap,542,Football Fantasy League Challenge
C003_97,C003,Football Fantasy League Challenge,Week_3,84.52,8,18-25,Australia,Tablet,Ultra Fan,Cap,348,Player Interview
C003_97,C003,Football Fantasy League Challenge,Week_4,97.96,9,18-25,Australia,Tablet,Ultra Fan,None,0,Contest Replay
C003_98,C003,Football Fantasy League Challenge,Week_1,6.5,1,<18,Brazil,Mobile,Fan,Keychain,144,Match Highlights
C003_98,C003,Football Fantasy League Challenge,Week_2,32.5,3,<18,Brazil,Mobile,Fan,Jersey,1299,Football Fantasy League Challenge
C003_98,C003,Football Fantasy League Challenge,Week_3,33.04,3,<18,Brazil,Mobile,Fan,Cap,569,Behind the Scenes
C003_98,C003,Football Fantasy League Challenge,Week_4,37.81,3,<18,Brazil,Mobile,Fan,Cap,579,Contest Replay
C003_98,C003,Football Fantasy League Challenge,Week_5,44.7,4,<18,Brazil,Mobile,Super Fan,Jersey,828,Live Commentary
