Login_ID,Contest_ID,Contest_Name,Sport_Type,Time_Spent_Hours,Item_Purchased,Purchase_Value,Age_Group,Location,Device,Gender,Purchase_Value
C003_185,C003,Football Fantasy League Challenge,Basketball,418.28,Discount Voucher,937.97,36-45,Brazil,Tablet,Male,0
C003_186,C003,Football Fantasy League Challenge,Basketball,177.58,,0,18-25,USA,Desktop,Male,0
C003_187,C003,Football Fantasy League Challenge,Basketball,110.08,,0,36-45,Brazil,Desktop,Male,0
C003_188,C003,Football Fantasy League Challenge,Basketball,151.73,,0,46-60,Germany,Tablet,Male,0
C003_189,C003,Football Fantasy League Challenge,Basketball,41.3,,0,36-45,Germany,Mobile,Male,0
C003_190,C003,Football Fantasy League Challenge,Basketball,233.82,Match Tickets,526.47,36-45,USA,Desktop,Female,0
C003_191,C003,Football Fantasy League Challenge,Basketball,305.01,,0,46-60,USA,Tablet,Female,0
C003_192,C003,Football Fantasy League Challenge,Basketball,381.23,,0,36-45,Australia,Tablet,Female,0
C003_193,C003,Football Fantasy League Challenge,Basketball,39.95,,0,36-45,UK,Desktop,Male,0
C003_194,C003,Football Fantasy League Challenge,Basketball,194.72,Discount Voucher,176.01,36-45,Brazil,Mobile,Male,0
C003_195,C003,Football Fantasy League Challenge,Basketball,379.67,,0,36-45,India,Mobile,Female,0
C003_196,C003,Football Fantasy League Challenge,Basketball,94.42,Signed Jersey,304.46,26-35,UK,Desktop,Male,0
C003_197,C003,Football Fantasy League Challenge,Basketball,211.72,,0,26-35,Australia,Tablet,Female,0
C003_198,C003,Football Fantasy League Challenge,Basketball,237.01,,0,60+,Brazil,Tablet,Male,0
C003_199,C003,Football Fantasy League Challenge,Basketball,375.42,,0,26-35,USA,Mobile,Female,0
C003_200,C003,Football Fantasy League Challenge,Basketball,155.2,,0,46-60,Australia,Desktop,Female,0
C003_201,C003,Football Fantasy League Challenge,Basketball,336.18,,0,36-45,USA,Mobile,Female,0
C003_202,C003,Football Fantasy League Challenge,Basketball,133.59,Signed Jersey,561.64,18-25,Australia,Mobile,Male,0
C003_203,C003,Football Fantasy League Challenge,Basketball,221.15,,0,26-35,India,Tablet,Male,0
C003_204,C003,Football Fantasy League Challenge,Basketball,316.56,,0,36-45,Australia,Tablet,Male,0
C003_205,C003,Football Fantasy League Challenge,Basketball,175.6,,0,26-35,Germany,Tablet,Male,0
C003_206,C003,Football Fantasy League Challenge,Basketball,223.34,Fan Token,232.28,36-45,Germany,Tablet,Male,0
C003_207,C003,Football Fantasy League Challenge,Basketball,59.64,,0,26-35,Australia,Tablet,Female,0
C003_208,C003,Football Fantasy League Challenge,Basketball,60.85,,0,18-25,Australia,Tablet,Male,0
C003_209,C003,Football Fantasy League Challenge,Basketball,185.52,,0,<18,Brazil,Tablet,Male,0
C003_210,C003,Football Fantasy League Challenge,Basketball,392.56,,0,18-25,India,Mobile,Male,0
C003_211,C003,Football Fantasy League Challenge,Basketball,255.5,,0,<18,Brazil,Tablet,Male,0
C003_212,C003,Football Fantasy League Challenge,Basketball,125.94,Merchandise Pack,236.27,<18,USA,Tablet,Male,0
C003_213,C003,Football Fantasy League Challenge,Basketball,42.57,,0,36-45,USA,Desktop,Female,0
C003_214,C003,Football Fantasy League Challenge,Basketball,185.37,Match Tickets,326.87,26-35,USA,Tablet,Female,0
C003_215,C003,Football Fantasy League Challenge,Basketball,307.28,,0,18-25,UK,Desktop,Male,0
C003_216,C003,Football Fantasy League Challenge,Basketball,169.58,,0,26-35,India,Mobile,Male,0
C003_217,C003,Football Fantasy League Challenge,Basketball,115.39,,0,36-45,USA,Mobile,Male,0
C003_218,C003,Football Fantasy League Challenge,Basketball,193.17,,0,46-60,UK,Mobile,Male,0
C003_219,C003,Football Fantasy League Challenge,Basketball,403.61,Signed Jersey,325.27,36-45,USA,Mobile,Male,0
C003_220,C003,Football Fantasy League Challenge,Basketball,54.12,Fan Token,538.54,46-60,USA,Tablet,Male,0
C003_221,C003,Football Fantasy League Challenge,Basketball,302.53,,0,36-45,Brazil,Mobile,Male,0
C003_222,C003,Football Fantasy League Challenge,Basketball,110.22,Signed Jersey,974.93,26-35,India,Mobile,Male,0
C003_223,C003,Football Fantasy League Challenge,Basketball,238.15,,0,26-35,UK,Desktop,Male,0
C003_224,C003,Football Fantasy League Challenge,Basketball,375.28,,0,36-45,Brazil,Mobile,Female,0
C003_225,C003,Football Fantasy League Challenge,Basketball,59.78,Discount Voucher,337.74,46-60,Brazil,Mobile,Female,0
C003_226,C003,Football Fantasy League Challenge,Basketball,147.76,Fan Token,689.77,36-45,Brazil,Desktop,Male,0
C003_227,C003,Football Fantasy League Challenge,Basketball,322.16,Merchandise Pack,620.76,36-45,Brazil,Desktop,Female,0
C003_228,C003,Football Fantasy League Challenge,Basketball,363.17,Match Tickets,688.17,26-35,India,Tablet,Male,0
C003_229,C003,Football Fantasy League Challenge,Basketball,391.22,Discount Voucher,981.33,26-35,Australia,Mobile,Female,0
C003_230,C003,Football Fantasy League Challenge,Basketball,187.5,Merchandise Pack,893.81,18-25,Australia,Tablet,Female,0
C003_231,C003,Football Fantasy League Challenge,Basketball,42.15,,0,26-35,Germany,Mobile,Male,0
C003_232,C003,Football Fantasy League Challenge,Basketball,315.85,,0,26-35,Brazil,Tablet,Male,0
C003_233,C003,Football Fantasy League Challenge,Basketball,106.11,,0,18-25,India,Desktop,Female,0
C003_234,C003,Football Fantasy League Challenge,Basketball,308.13,,0,18-25,UK,Tablet,Male,0
C003_235,C003,Football Fantasy League Challenge,Basketball,61.2,,0,26-35,Australia,Mobile,Male,0
C003_236,C003,Football Fantasy League Challenge,Basketball,280.43,,0,60+,India,Mobile,Male,0
C003_237,C003,Football Fantasy League Challenge,Basketball,276.54,,0,36-45,Germany,Desktop,Female,0
C003_238,C003,Football Fantasy League Challenge,Basketball,245.94,Merchandise Pack,589.09,26-35,Australia,Tablet,Male,0
C003_239,C003,Football Fantasy League Challenge,Basketball,142.66,,0,<18,UK,Desktop,Male,0
C003_240,C003,Football Fantasy League Challenge,Basketball,313.09,,0,<18,USA,Desktop,Male,0
C003_241,C003,Football Fantasy League Challenge,Basketball,61.77,,0,<18,Australia,Desktop,Female,0
C003_242,C003,Football Fantasy League Challenge,Basketball,180.91,,0,36-45,Australia,Desktop,Female,0
C003_243,C003,Football Fantasy League Challenge,Basketball,162.35,Merchandise Pack,964.02,18-25,Germany,Desktop,Male,0
C003_244,C003,Football Fantasy League Challenge,Basketball,411.55,,0,18-25,India,Desktop,Male,0
C003_245,C003,Football Fantasy League Challenge,Basketball,237.44,,0,36-45,Australia,Tablet,Male,0
C003_246,C003,Football Fantasy League Challenge,Basketball,421.11,,0,<18,India,Tablet,Male,0
C003_247,C003,Football Fantasy League Challenge,Basketball,421.25,,0,26-35,India,Tablet,Male,0
C003_248,C003,Football Fantasy League Challenge,Basketball,133.38,,0,<18,Australia,Tablet,Male,0
C003_249,C003,Football Fantasy League Challenge,Basketball,120.21,Discount Voucher,394.56,26-35,USA,Tablet,Female,0
C003_250,C003,Football Fantasy League Challenge,Basketball,63.96,,0,<18,Germany,Desktop,Female,0
C003_251,C003,Football Fantasy League Challenge,Basketball,416.22,,0,36-45,USA,Desktop,Male,0
C003_252,C003,Football Fantasy League Challenge,Basketball,322.01,Match Tickets,292.57,36-45,UK,Tablet,Male,0
C003_253,C003,Football Fantasy League Challenge,Basketball,132.6,,0,26-35,India,Tablet,Male,0
C003_254,C003,Football Fantasy League Challenge,Basketball,258.19,,0,18-25,USA,Desktop,Male,0
C003_255,C003,Football Fantasy League Challenge,Basketball,281.71,Discount Voucher,593.11,46-60,India,Mobile,Male,0
C003_256,C003,Football Fantasy League Challenge,Basketball,293.11,,0,60+,India,Tablet,Female,0
C003_257,C003,Football Fantasy League Challenge,Basketball,79.41,,0,<18,Australia,Tablet,Male,0
C003_258,C003,Football Fantasy League Challenge,Basketball,195.5,Signed Jersey,355.14,26-35,UK,Mobile,Male,0
C003_259,C003,Football Fantasy League Challenge,Basketball,383.71,Signed Jersey,594.87,<18,UK,Desktop,Male,0
C003_260,C003,Football Fantasy League Challenge,Basketball,404.25,,0,46-60,USA,Tablet,Female,0
C004_1,C004,Cricket Trivia Challenge,Cricket,402.01,,0,26-35,Brazil,Mobile,Female,0
C004_2,C004,Cricket Trivia Challenge,Cricket,249.13,,0,26-35,Germany,Tablet,Female,0
C004_3,C004,Cricket Trivia Challenge,Cricket,319.72,Merchandise Pack,177.04,<18,Australia,Tablet,Female,0
C004_4,C004,Cricket Trivia Challenge,Cricket,345.91,,0,26-35,India,Desktop,Female,0
C004_5,C004,Cricket Trivia Challenge,Cricket,307.4,,0,36-45,UK,Mobile,Male,0
C004_6,C004,Cricket Trivia Challenge,Cricket,436.89,,0,<18,Australia,Desktop,Male,0
C004_7,C004,Cricket Trivia Challenge,Cricket,464.42,,0,18-25,Germany,Tablet,Male,0
C004_8,C004,Cricket Trivia Challenge,Cricket,143.87,,0,18-25,Brazil,Mobile,Female,0
C004_9,C004,Cricket Trivia Challenge,Cricket,214.25,,0,26-35,USA,Tablet,Male,0
C004_10,C004,Cricket Trivia Challenge,Cricket,556.95,,0,26-35,Germany,Tablet,Male,0
C004_11,C004,Cricket Trivia Challenge,Cricket,286.91,,0,60+,Germany,Tablet,Male,0
C004_12,C004,Cricket Trivia Challenge,Cricket,266.42,,0,36-45,UK,Mobile,Female,0
C004_13,C004,Cricket Trivia Challenge,Cricket,521.35,,0,26-35,India,Tablet,Male,0
C004_14,C004,Cricket Trivia Challenge,Cricket,160.22,Discount Voucher,855.26,36-45,USA,Mobile,Female,0
C004_15,C004,Cricket Trivia Challenge,Cricket,446.82,,0,18-25,USA,Desktop,Male,0
C004_16,C004,Cricket Trivia Challenge,Cricket,526.42,Signed Jersey,978.4,26-35,Germany,Desktop,Female,0
C004_17,C004,Cricket Trivia Challenge,Cricket,547.32,,0,18-25,India,Mobile,Female,0
C004_18,C004,Cricket Trivia Challenge,Cricket,66.24,,0,26-35,Germany,Tablet,Male,0
C004_19,C004,Cricket Trivia Challenge,Cricket,342.7,,0,26-35,India,Mobile,Female,0
C004_20,C004,Cricket Trivia Challenge,Cricket,476.22,,0,<18,UK,Desktop,Female,0
C004_21,C004,Cricket Trivia Challenge,Cricket,427.26,,0,18-25,Australia,Tablet,Female,0
C004_22,C004,Cricket Trivia Challenge,Cricket,372.71,,0,36-45,UK,Mobile,Male,0
C004_23,C004,Cricket Trivia Challenge,Cricket,57.86,Match Tickets,196.44,26-35,Brazil,Desktop,Female,0
C004_24,C004,Cricket Trivia Challenge,Cricket,242.4,,0,36-45,USA,Tablet,Male,0
C004_25,C004,Cricket Trivia Challenge,Cricket,361.64,,0,26-35,Germany,Desktop,Female,0
C004_26,C004,Cricket Trivia Challenge,Cricket,214.46,Merchandise Pack,807.75,18-25,USA,Mobile,Female,0
C004_27,C004,Cricket Trivia Challenge,Cricket,515.45,Merchandise Pack,208.71,18-25,UK,Mobile,Male,0
C004_28,C004,Cricket Trivia Challenge,Cricket,243.54,Signed Jersey,198.07,18-25,Brazil,Mobile,Female,0
C004_29,C004,Cricket Trivia Challenge,Cricket,484.91,,0,36-45,Germany,Desktop,Male,0
C004_30,C004,Cricket Trivia Challenge,Cricket,526.31,,0,36-45,USA,Mobile,Male,0
C004_31,C004,Cricket Trivia Challenge,Cricket,292.81,Merchandise Pack,943.71,18-25,Brazil,Tablet,Male,0
C004_32,C004,Cricket Trivia Challenge,Cricket,319.41,Fan Token,483.24,18-25,Germany,Mobile,Female,0
C004_33,C004,Cricket Trivia Challenge,Cricket,469.7,Signed Jersey,605.87,18-25,USA,Mobile,Female,0
C004_34,C004,Cricket Trivia Challenge,Cricket,75.87,,0,26-35,USA,Desktop,Male,0
C004_35,C004,Cricket Trivia Challenge,Cricket,405.84,,0,36-45,Germany,Desktop,Female,0
C004_36,C004,Cricket Trivia Challenge,Cricket,411.01,,0,26-35,India,Desktop,Male,0
C004_37,C004,Cricket Trivia Challenge,Cricket,609.01,Discount Voucher,684.44,<18,Brazil,Tablet,Female,0
C004_38,C004,Cricket Trivia Challenge,Cricket,614.5,,0,36-45,Australia,Desktop,Male,0
C004_39,C004,Cricket Trivia Challenge,Cricket,235.26,Discount Voucher,340.35,46-60,Australia,Mobile,Female,0
C004_40,C004,Cricket Trivia Challenge,Cricket,71.11,Signed Jersey,177.01,18-25,USA,Desktop,Female,0
C004_41,C004,Cricket Trivia Challenge,Cricket,345.7,,0,18-25,UK,Tablet,Male,0
C004_42,C004,Cricket Trivia Challenge,Cricket,325.62,Match Tickets,683.99,26-35,Brazil,Tablet,Female,0
C004_43,C004,Cricket Trivia Challenge,Cricket,450.14,Match Tickets,859.02,36-45,UK,Tablet,Male,0
C004_44,C004,Cricket Trivia Challenge,Cricket,587.9,,0,46-60,Australia,Mobile,Female,0
C004_45,C004,Cricket Trivia Challenge,Cricket,248.82,Match Tickets,726.62,18-25,Brazil,Desktop,Male,0
C004_46,C004,Cricket Trivia Challenge,Cricket,101.95,,0,36-45,USA,Mobile,Female,0
C004_47,C004,Cricket Trivia Challenge,Cricket,394.66,,0,26-35,UK,Tablet,Female,0
C004_48,C004,Cricket Trivia Challenge,Cricket,551.98,,0,36-45,USA,Mobile,Female,0
C004_49,C004,Cricket Trivia Challenge,Cricket,176.99,,0,36-45,Australia,Desktop,Female,0
C004_50,C004,Cricket Trivia Challenge,Cricket,361.95,,0,18-25,UK,Desktop,Male,0
C004_51,C004,Cricket Trivia Challenge,Cricket,416.6,Discount Voucher,213.5,18-25,UK,Tablet,Male,0
C004_52,C004,Cricket Trivia Challenge,Cricket,378.51,,0,<18,India,Mobile,Female,0
C004_53,C004,Cricket Trivia Challenge,Cricket,434.09,,0,26-35,Brazil,Desktop,Male,0
C004_54,C004,Cricket Trivia Challenge,Cricket,549.81,,0,60+,Australia,Mobile,Female,0
C004_55,C004,Cricket Trivia Challenge,Cricket,387.62,Fan Token,505.54,<18,India,Desktop,Female,0
C004_56,C004,Cricket Trivia Challenge,Cricket,255.55,,0,26-35,USA,Mobile,Male,0
C004_57,C004,Cricket Trivia Challenge,Cricket,179.47,,0,26-35,Australia,Mobile,Female,0
C004_58,C004,Cricket Trivia Challenge,Cricket,511.31,,0,18-25,USA,Mobile,Male,0
C004_59,C004,Cricket Trivia Challenge,Cricket,188.58,,0,26-35,UK,Mobile,Female,0
C004_60,C004,Cricket Trivia Challenge,Cricket,439.27,,0,26-35,India,Mobile,Female,0
C004_61,C004,Cricket Trivia Challenge,Cricket,581.69,,0,26-35,UK,Mobile,Female,0
C004_62,C004,Cricket Trivia Challenge,Cricket,376.54,Fan Token,428.19,26-35,India,Tablet,Female,0
C004_63,C004,Cricket Trivia Challenge,Cricket,547.84,,0,46-60,Germany,Tablet,Male,0
C004_64,C004,Cricket Trivia Challenge,Cricket,573.1,,0,18-25,Australia,Desktop,Female,0
C004_65,C004,Cricket Trivia Challenge,Cricket,424.47,,0,46-60,India,Tablet,Male,0
C004_66,C004,Cricket Trivia Challenge,Cricket,536.04,Match Tickets,692.96,26-35,Germany,Desktop,Male,0
C004_67,C004,Cricket Trivia Challenge,Cricket,105.47,Signed Jersey,647.64,36-45,UK,Mobile,Male,0
C004_68,C004,Cricket Trivia Challenge,Cricket,83.01,,0,26-35,USA,Mobile,Female,0
C004_69,C004,Cricket Trivia Challenge,Cricket,381,,0,26-35,Australia,Tablet,Female,0
C004_70,C004,Cricket Trivia Challenge,Cricket,558.4,,0,36-45,USA,Mobile,Male,0
C004_71,C004,Cricket Trivia Challenge,Cricket,489.88,,0,<18,Australia,Desktop,Female,0
C004_72,C004,Cricket Trivia Challenge,Cricket,558.92,,0,18-25,Australia,Mobile,Female,0
C004_73,C004,Cricket Trivia Challenge,Cricket,118.72,,0,36-45,Australia,Tablet,Male,0
C004_74,C004,Cricket Trivia Challenge,Cricket,480.67,,0,18-25,UK,Tablet,Female,0
C004_75,C004,Cricket Trivia Challenge,Cricket,67.69,,0,36-45,UK,Desktop,Male,0
C004_76,C004,Cricket Trivia Challenge,Cricket,121.82,,0,18-25,USA,Tablet,Female,0
C004_77,C004,Cricket Trivia Challenge,Cricket,309.16,,0,<18,Australia,Tablet,Male,0
C004_78,C004,Cricket Trivia Challenge,Cricket,293.33,,0,18-25,Germany,Desktop,Male,0
C004_79,C004,Cricket Trivia Challenge,Cricket,425.71,,0,26-35,India,Tablet,Male,0
C004_80,C004,Cricket Trivia Challenge,Cricket,339.49,,0,46-60,USA,Tablet,Female,0
C004_81,C004,Cricket Trivia Challenge,Cricket,70.69,Merchandise Pack,726.73,26-35,India,Desktop,Male,0
C004_82,C004,Cricket Trivia Challenge,Cricket,515.55,,0,18-25,India,Mobile,Female,0
C004_83,C004,Cricket Trivia Challenge,Cricket,388.96,,0,18-25,Australia,Desktop,Female,0
C004_84,C004,Cricket Trivia Challenge,Cricket,61.69,,0,18-25,India,Mobile,Male,0
C004_85,C004,Cricket Trivia Challenge,Cricket,551.98,,0,18-25,UK,Tablet,Female,0
C004_86,C004,Cricket Trivia Challenge,Cricket,135.49,,0,<18,USA,Desktop,Female,0
C004_87,C004,Cricket Trivia Challenge,Cricket,468.97,,0,<18,India,Tablet,Female,0
C004_88,C004,Cricket Trivia Challenge,Cricket,353.67,,0,18-25,Germany,Desktop,Male,0
C004_89,C004,Cricket Trivia Challenge,Cricket,544.53,Signed Jersey,689.35,26-35,Brazil,Tablet,Male,0
C004_90,C004,Cricket Trivia Challenge,Cricket,324.28,,0,26-35,Australia,Tablet,Male,0
C005_1,C005,Basketball Fantasy League Challenge,Football,471.53,Signed Jersey,595.42,<18,UK,Mobile,Male,0
C005_2,C005,Basketball Fantasy League Challenge,Football,129.33,,0,18-25,Australia,Desktop,Male,0
C005_3,C005,Basketball Fantasy League Challenge,Football,769.54,,0,<18,Brazil,Tablet,Male,0
C005_4,C005,Basketball Fantasy League Challenge,Football,202.19,Discount Voucher,359.22,<18,India,Desktop,Male,0
C005_5,C005,Basketball Fantasy League Challenge,Football,189.61,,0,26-35,India,Tablet,Male,0
C005_6,C005,Basketball Fantasy League Challenge,Football,147.33,,0,18-25,Germany,Mobile,Male,0
C005_7,C005,Basketball Fantasy League Challenge,Football,789.59,Signed Jersey,904.63,18-25,India,Tablet,Female,0
C005_8,C005,Basketball Fantasy League Challenge,Football,401.74,,0,36-45,Australia,Desktop,Female,0
C005_9,C005,Basketball Fantasy League Challenge,Football,235.54,Discount Voucher,382.59,26-35,USA,Mobile,Female,0
C005_10,C005,Basketball Fantasy League Challenge,Football,690.4,Match Tickets,438.62,46-60,Australia,Mobile,Male,0
C005_11,C005,Basketball Fantasy League Challenge,Football,138.25,,0,36-45,Brazil,Tablet,Male,0
C005_12,C005,Basketball Fantasy League Challenge,Football,875.61,Merchandise Pack,509.47,18-25,UK,Mobile,Male,0
C005_13,C005,Basketball Fantasy League Challenge,Football,243.01,,0,46-60,USA,Desktop,Female,0
C005_14,C005,Basketball Fantasy League Challenge,Football,626.02,Merchandise Pack,770.9,26-35,Germany,Mobile,Female,0
C005_15,C005,Basketball Fantasy League Challenge,Football,843.13,,0,26-35,Brazil,Tablet,Female,0
C005_16,C005,Basketball Fantasy League Challenge,Football,547.46,,0,36-45,Australia,Desktop,Male,0
C005_17,C005,Basketball Fantasy League Challenge,Football,636.41,Merchandise Pack,662.55,46-60,UK,Desktop,Male,0
C005_18,C005,Basketball Fantasy League Challenge,Football,707.81,Match Tickets,160.6,26-35,India,Tablet,Male,0
C005_19,C005,Basketball Fantasy League Challenge,Football,500.5,,0,18-25,UK,Tablet,Male,0
C005_20,C005,Basketball Fantasy League Challenge,Football,161.96,Merchandise Pack,713.44,18-25,UK,Desktop,Male,0
C005_21,C005,Basketball Fantasy League Challenge,Football,184.78,Fan Token,204.98,26-35,UK,Desktop,Male,0
C005_22,C005,Basketball Fantasy League Challenge,Football,553.46,,0,18-25,Brazil,Desktop,Male,0
C005_23,C005,Basketball Fantasy League Challenge,Football,638.31,,0,18-25,UK,Mobile,Male,0
C005_24,C005,Basketball Fantasy League Challenge,Football,510.74,,0,36-45,UK,Tablet,Male,0
C005_25,C005,Basketball Fantasy League Challenge,Football,754.62,,0,18-25,UK,Desktop,Female,0
C005_26,C005,Basketball Fantasy League Challenge,Football,190.19,Fan Token,898.66,18-25,USA,Tablet,Male,0
C005_27,C005,Basketball Fantasy League Challenge,Football,650.75,,0,18-25,Australia,Tablet,Female,0
C005_28,C005,Basketball Fantasy League Challenge,Football,168.69,,0,46-60,USA,Desktop,Male,0
C005_29,C005,Basketball Fantasy League Challenge,Football,875.76,,0,26-35,USA,Tablet,Male,0
C005_30,C005,Basketball Fantasy League Challenge,Football,567.65,,0,36-45,Brazil,Tablet,Female,0
C005_31,C005,Basketball Fantasy League Challenge,Football,642.12,,0,26-35,UK,Desktop,Male,0
C005_32,C005,Basketball Fantasy League Challenge,Football,520.83,,0,<18,Brazil,Mobile,Male,0
C005_33,C005,Basketball Fantasy League Challenge,Football,813.14,,0,36-45,Australia,Tablet,Male,0
C005_34,C005,Basketball Fantasy League Challenge,Football,520.98,,0,18-25,Germany,Desktop,Male,0
C005_35,C005,Basketball Fantasy League Challenge,Football,818.85,,0,<18,India,Mobile,Female,0
C005_36,C005,Basketball Fantasy League Challenge,Football,443.44,,0,26-35,UK,Tablet,Female,0
C005_37,C005,Basketball Fantasy League Challenge,Football,736.92,,0,36-45,India,Desktop,Male,0
C005_38,C005,Basketball Fantasy League Challenge,Football,515.42,Fan Token,500.88,26-35,Germany,Desktop,Female,0
C005_39,C005,Basketball Fantasy League Challenge,Football,112.07,,0,<18,Brazil,Desktop,Female,0
C005_40,C005,Basketball Fantasy League Challenge,Football,690.98,,0,18-25,Australia,Tablet,Male,0
C005_41,C005,Basketball Fantasy League Challenge,Football,234.96,Signed Jersey,145.26,<18,UK,Tablet,Male,0
C005_42,C005,Basketball Fantasy League Challenge,Football,107.82,,0,46-60,Germany,Mobile,Male,0
C005_43,C005,Basketball Fantasy League Challenge,Football,739.84,,0,26-35,USA,Mobile,Male,0
C005_44,C005,Basketball Fantasy League Challenge,Football,561.65,Match Tickets,834.1,18-25,Australia,Desktop,Female,0
C005_45,C005,Basketball Fantasy League Challenge,Football,830.99,Discount Voucher,192.45,<18,UK,Desktop,Male,0
C005_46,C005,Basketball Fantasy League Challenge,Football,537.51,,0,36-45,Australia,Tablet,Male,0
C005_47,C005,Basketball Fantasy League Challenge,Football,332.4,,0,18-25,USA,Mobile,Male,0
C005_48,C005,Basketball Fantasy League Challenge,Football,537.8,,0,46-60,India,Mobile,Female,0
C005_49,C005,Basketball Fantasy League Challenge,Football,133.72,,0,36-45,Germany,Tablet,Male,0
C005_50,C005,Basketball Fantasy League Challenge,Football,777.01,,0,18-25,USA,Desktop,Male,0
C005_51,C005,Basketball Fantasy League Challenge,Football,354.34,,0,46-60,UK,Tablet,Male,0
C005_52,C005,Basketball Fantasy League Challenge,Football,289.09,,0,26-35,Germany,Mobile,Female,0
C005_53,C005,Basketball Fantasy League Challenge,Football,840.21,Discount Voucher,541.09,18-25,India,Desktop,Male,0
C005_54,C005,Basketball Fantasy League Challenge,Football,581.11,,0,36-45,USA,Tablet,Male,0
C005_55,C005,Basketball Fantasy League Challenge,Football,351.85,,0,<18,Australia,Mobile,Male,0
C005_56,C005,Basketball Fantasy League Challenge,Football,665.38,,0,26-35,USA,Tablet,Female,0
C005_57,C005,Basketball Fantasy League Challenge,Football,848.25,,0,18-25,USA,Mobile,Male,0
C005_58,C005,Basketball Fantasy League Challenge,Football,364.29,,0,36-45,India,Tablet,Female,0
C005_59,C005,Basketball Fantasy League Challenge,Football,576.57,,0,36-45,India,Desktop,Female,0
C005_60,C005,Basketball Fantasy League Challenge,Football,148.79,Fan Token,416.13,26-35,Germany,Desktop,Female,0
C005_61,C005,Basketball Fantasy League Challenge,Football,280.61,,0,18-25,Australia,Desktop,Female,0
C005_62,C005,Basketball Fantasy League Challenge,Football,372.19,,0,26-35,Brazil,Mobile,Female,0
C005_63,C005,Basketball Fantasy League Challenge,Football,573.94,Discount Voucher,307.62,18-25,Brazil,Desktop,Male,0
C005_64,C005,Basketball Fantasy League Challenge,Football,635.53,,0,36-45,USA,Desktop,Male,0
C005_65,C005,Basketball Fantasy League Challenge,Football,140.16,,0,26-35,Germany,Mobile,Male,0
C005_66,C005,Basketball Fantasy League Challenge,Football,743.65,Merchandise Pack,540.83,26-35,UK,Desktop,Male,0
C005_67,C005,Basketball Fantasy League Challenge,Football,505.62,Discount Voucher,692.85,36-45,Australia,Mobile,Female,0
C005_68,C005,Basketball Fantasy League Challenge,Football,519.52,Signed Jersey,229.82,18-25,USA,Tablet,Male,0
C005_69,C005,Basketball Fantasy League Challenge,Football,227.94,,0,36-45,Australia,Desktop,Male,0
C005_70,C005,Basketball Fantasy League Challenge,Football,700.49,,0,60+,UK,Mobile,Female,0
C005_71,C005,Basketball Fantasy League Challenge,Football,334.59,Match Tickets,418.48,<18,India,Mobile,Female,0
C005_72,C005,Basketball Fantasy League Challenge,Football,854.25,Match Tickets,615.68,26-35,Germany,Desktop,Male,0
C005_73,C005,Basketball Fantasy League Challenge,Football,696.83,,0,26-35,India,Desktop,Female,0
C005_74,C005,Basketball Fantasy League Challenge,Football,209.8,,0,18-25,India,Mobile,Male,0
C005_75,C005,Basketball Fantasy League Challenge,Football,770.13,,0,<18,UK,Desktop,Male,0
C005_76,C005,Basketball Fantasy League Challenge,Football,250.32,,0,26-35,USA,Tablet,Female,0
C005_77,C005,Basketball Fantasy League Challenge,Football,505.32,Signed Jersey,628.92,18-25,Brazil,Desktop,Male,0
C005_78,C005,Basketball Fantasy League Challenge,Football,852.2,,0,26-35,USA,Mobile,Female,0
C005_79,C005,Basketball Fantasy League Challenge,Football,807,,0,26-35,UK,Mobile,Male,0
C005_80,C005,Basketball Fantasy League Challenge,Football,417.1,Match Tickets,786.61,<18,UK,Tablet,Female,0
C006_1,C006,Football Trivia Challenge,Cricket,856.16,Merchandise Pack,977.31,26-35,UK,Desktop,Male,0
C006_2,C006,Football Trivia Challenge,Cricket,678.56,,0,<18,India,Mobile,Male,0
C006_3,C006,Football Trivia Challenge,Cricket,534.85,,0,<18,USA,Tablet,Male,0
C006_4,C006,Football Trivia Challenge,Cricket,509.25,,0,26-35,India,Desktop,Male,0
C006_5,C006,Football Trivia Challenge,Cricket,294.41,Discount Voucher,300.02,26-35,India,Tablet,Female,0
C006_6,C006,Football Trivia Challenge,Cricket,592.89,Discount Voucher,239.77,18-25,Brazil,Desktop,Male,0
C006_7,C006,Football Trivia Challenge,Cricket,712.6,,0,26-35,UK,Tablet,Male,0
C006_8,C006,Football Trivia Challenge,Cricket,256.44,,0,18-25,India,Desktop,Male,0
C006_9,C006,Football Trivia Challenge,Cricket,608.59,Fan Token,934.81,<18,India,Tablet,Female,0
C006_10,C006,Football Trivia Challenge,Cricket,674.34,Signed Jersey,379.89,36-45,Brazil,Desktop,Female,0
C006_11,C006,Football Trivia Challenge,Cricket,207.13,,0,36-45,Germany,Tablet,Male,0
C006_12,C006,Football Trivia Challenge,Cricket,596.81,,0,26-35,Brazil,Tablet,Female,0
C006_13,C006,Football Trivia Challenge,Cricket,714.34,,0,<18,Brazil,Tablet,Female,0
C006_14,C006,Football Trivia Challenge,Cricket,158.69,,0,18-25,USA,Desktop,Male,0
C006_15,C006,Football Trivia Challenge,Cricket,463.72,,0,26-35,Australia,Tablet,Female,0
C006_16,C006,Football Trivia Challenge,Cricket,442.19,Match Tickets,905.88,<18,India,Desktop,Female,0
C006_17,C006,Football Trivia Challenge,Cricket,805.4,,0,36-45,India,Desktop,Female,0
C006_18,C006,Football Trivia Challenge,Cricket,499.07,Match Tickets,309.62,<18,Australia,Tablet,Female,0
